instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,time_of_day,weather_category
8578,2011-12-29,1,0,12,0,4,1,1,0.2,0.2121,0.55,0.1642,1,2,3,4.0,Night,Clear/Partly Cloudy
8579,2011-12-29,1,0,12,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10,5.0,Morning,Clear/Partly Cloudy
8580,2011-12-29,1,0,12,0,4,1,1,0.2,0.2576,0.59,0.0,2,39,41,6.0,Morning,Clear/Partly Cloudy
8581,2011-12-29,1,0,12,0,4,1,1,0.18,0.2121,0.64,0.0896,2,104,106,7.0,Morning,Clear/Partly Cloudy
8582,2011-12-29,1,0,12,0,4,1,2,0.2,0.2576,0.64,0.0,3,207,210,8.0,Morning,Mist/Cloudy
8583,2011-12-29,1,0,12,0,4,1,2,0.2,0.2121,0.64,0.1343,15,155,170,9.0,Morning,Mist/Cloudy
8584,2011-12-29,1,0,12,0,4,1,2,0.22,0.2273,0.64,0.1642,13,97,110,10.0,Morning,Mist/Cloudy
8585,2011-12-29,1,0,12,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122,11.0,Morning,Mist/Cloudy
8586,2011-12-29,1,0,12,0,4,1,2,0.26,0.2727,0.56,0.1045,12,118,130,12.0,Afternoon,Mist/Cloudy
8587,2011-12-29,1,0,12,0,4,1,2,0.28,0.2879,0.52,0.1045,36,95,131,13.0,Afternoon,Mist/Cloudy
8588,2011-12-29,1,0,12,0,4,1,2,0.3,0.3333,0.52,0.0,30,112,142,14.0,Afternoon,Mist/Cloudy
8589,2011-12-29,1,0,12,0,4,1,2,0.3,0.3182,0.52,0.0896,27,150,177,15.0,Afternoon,Mist/Cloudy
8590,2011-12-29,1,0,12,0,4,1,1,0.3,0.303,0.52,0.1642,22,155,177,16.0,Afternoon,Clear/Partly Cloudy
8591,2011-12-29,1,0,12,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240,17.0,Afternoon,Clear/Partly Cloudy
8592,2011-12-29,1,0,12,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207,18.0,Evening,Clear/Partly Cloudy
8593,2011-12-29,1,0,12,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135,19.0,Evening,Clear/Partly Cloudy
8594,2011-12-29,1,0,12,0,4,1,1,0.28,0.2879,0.65,0.1045,8,88,96,20.0,Evening,Clear/Partly Cloudy
8595,2011-12-29,1,0,12,0,4,1,2,0.28,0.2879,0.61,0.1343,8,60,68,21.0,Evening,Mist/Cloudy
8596,2011-12-29,1,0,12,0,4,1,1,0.28,0.2879,0.65,0.1343,7,48,55,22.0,Night,Clear/Partly Cloudy
8597,2011-12-29,1,0,12,0,4,1,1,0.3,0.303,0.65,0.1642,1,44,45,23.0,Night,Clear/Partly Cloudy
8598,2011-12-30,1,0,12,0,5,1,1,0.28,0.2879,0.7,0.1343,4,26,30,0.0,Night,Clear/Partly Cloudy
8599,2011-12-30,1,0,12,0,5,1,1,0.26,0.2879,0.65,0.0896,9,11,20,1.0,Night,Clear/Partly Cloudy
8600,2011-12-30,1,0,12,0,5,1,1,0.24,0.2576,0.7,0.1045,2,10,12,2.0,Night,Clear/Partly Cloudy
8601,2011-12-30,1,0,12,0,5,1,1,0.24,0.2576,0.7,0.1045,0,6,6,3.0,Night,Clear/Partly Cloudy
8602,2011-12-30,1,0,12,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2,4.0,Night,Clear/Partly Cloudy
8603,2011-12-30,1,0,12,0,5,1,1,0.22,0.2576,0.75,0.0896,0,10,10,5.0,Morning,Clear/Partly Cloudy
8604,2011-12-30,1,0,12,0,5,1,1,0.24,0.2576,0.7,0.0896,1,31,32,6.0,Morning,Clear/Partly Cloudy
8605,2011-12-30,1,0,12,0,5,1,1,0.24,0.2576,0.75,0.0896,3,92,95,7.0,Morning,Clear/Partly Cloudy
8606,2011-12-30,1,0,12,0,5,1,2,0.24,0.2576,0.75,0.0896,12,193,205,8.0,Morning,Mist/Cloudy
8607,2011-12-30,1,0,12,0,5,1,1,0.26,0.303,0.75,0.0,19,175,194,9.0,Morning,Clear/Partly Cloudy
8608,2011-12-30,1,0,12,0,5,1,1,0.3,0.2879,0.65,0.2537,10,108,118,10.0,Morning,Clear/Partly Cloudy
8609,2011-12-30,1,0,12,0,5,1,1,0.32,0.3182,0.66,0.194,45,126,171,11.0,Morning,Clear/Partly Cloudy
8610,2011-12-30,1,0,12,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197,12.0,Afternoon,Clear/Partly Cloudy
8611,2011-12-30,1,0,12,0,5,1,2,0.36,0.3485,0.53,0.1343,53,154,207,13.0,Afternoon,Mist/Cloudy
8612,2011-12-30,1,0,12,0,5,1,2,0.4,0.4091,0.47,0.0896,67,178,245,14.0,Afternoon,Mist/Cloudy
8613,2011-12-30,1,0,12,0,5,1,1,0.42,0.4242,0.44,0.0,56,236,292,15.0,Afternoon,Clear/Partly Cloudy
8614,2011-12-30,1,0,12,0,5,1,1,0.42,0.4242,0.47,0.194,36,247,283,16.0,Afternoon,Clear/Partly Cloudy
8615,2011-12-30,1,0,12,0,5,1,1,0.38,0.3939,0.54,0.1642,54,188,242,17.0,Afternoon,Clear/Partly Cloudy
8616,2011-12-30,1,0,12,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182,18.0,Evening,Clear/Partly Cloudy
8617,2011-12-30,1,0,12,0,5,1,2,0.34,0.303,0.49,0.4179,16,96,112,19.0,Evening,Mist/Cloudy
8618,2011-12-30,1,0,12,0,5,1,2,0.34,0.3485,0.66,0.1045,16,75,91,20.0,Evening,Mist/Cloudy
8619,2011-12-30,1,0,12,0,5,1,2,0.36,0.3636,0.66,0.1045,11,84,95,21.0,Evening,Mist/Cloudy
8620,2011-12-30,1,0,12,0,5,1,2,0.34,0.3333,0.71,0.1642,7,78,85,22.0,Night,Mist/Cloudy
8621,2011-12-30,1,0,12,0,5,1,2,0.36,0.3333,0.66,0.2537,13,60,73,23.0,Night,Mist/Cloudy
8622,2011-12-31,1,0,12,0,6,0,2,0.38,0.3939,0.62,0.3284,7,37,44,0.0,Night,Mist/Cloudy
8623,2011-12-31,1,0,12,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35,1.0,Night,Mist/Cloudy
8624,2011-12-31,1,0,12,0,6,0,2,0.4,0.4091,0.62,0.2836,1,27,28,2.0,Night,Mist/Cloudy
8625,2011-12-31,1,0,12,0,6,0,2,0.4,0.4091,0.62,0.2836,1,17,18,3.0,Night,Mist/Cloudy
8626,2011-12-31,1,0,12,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,10,4.0,Night,Clear/Partly Cloudy
8627,2011-12-31,1,0,12,0,6,0,2,0.36,0.3485,0.76,0.2239,1,0,1,5.0,Morning,Mist/Cloudy
8628,2011-12-31,1,0,12,0,6,0,2,0.4,0.4091,0.71,0.0896,1,5,6,6.0,Morning,Mist/Cloudy
8629,2011-12-31,1,0,12,0,6,0,3,0.38,0.3939,0.76,0.0,6,13,19,7.0,Morning,Light Rain/Snow
8630,2011-12-31,1,0,12,0,6,0,1,0.34,0.3333,0.81,0.1343,7,42,49,8.0,Morning,Clear/Partly Cloudy
8631,2011-12-31,1,0,12,0,6,0,1,0.38,0.3939,0.76,0.0,18,72,90,9.0,Morning,Clear/Partly Cloudy
8632,2011-12-31,1,0,12,0,6,0,1,0.4,0.4091,0.76,0.1642,20,108,128,10.0,Morning,Clear/Partly Cloudy
8633,2011-12-31,1,0,12,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217,11.0,Morning,Clear/Partly Cloudy
8634,2011-12-31,1,0,12,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273,12.0,Afternoon,Clear/Partly Cloudy
8635,2011-12-31,1,0,12,0,6,0,1,0.5,0.4848,0.42,0.4925,108,205,313,13.0,Afternoon,Clear/Partly Cloudy
8636,2011-12-31,1,0,12,0,6,0,1,0.46,0.4545,0.51,0.3284,115,185,300,14.0,Afternoon,Clear/Partly Cloudy
8637,2011-12-31,1,0,12,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253,15.0,Afternoon,Clear/Partly Cloudy
8638,2011-12-31,1,0,12,0,6,0,1,0.44,0.4394,0.51,0.3881,52,143,195,16.0,Afternoon,Clear/Partly Cloudy
8639,2011-12-31,1,0,12,0,6,0,1,0.42,0.4242,0.54,0.194,28,101,129,17.0,Afternoon,Clear/Partly Cloudy
8640,2011-12-31,1,0,12,0,6,0,1,0.42,0.4242,0.54,0.1343,13,80,93,18.0,Evening,Clear/Partly Cloudy
8641,2011-12-31,1,0,12,0,6,0,1,0.42,0.4242,0.54,0.2239,19,73,92,19.0,Evening,Clear/Partly Cloudy
8642,2011-12-31,1,0,12,0,6,0,1,0.42,0.4242,0.54,0.2239,8,63,71,20.0,Evening,Clear/Partly Cloudy
8643,2011-12-31,1,0,12,0,6,0,1,0.4,0.4091,0.58,0.194,2,50,52,21.0,Evening,Clear/Partly Cloudy
8644,2011-12-31,1,0,12,0,6,0,1,0.38,0.3939,0.62,0.1343,2,36,38,22.0,Night,Clear/Partly Cloudy
8645,2011-12-31,1,0,12,0,6,0,1,0.36,0.3788,0.66,0.0,4,27,31,23.0,Night,Clear/Partly Cloudy
8646,2012-01-01,1,1,1,0,0,0,1,0.36,0.3788,0.66,0.0,5,43,48,0.0,Night,Clear/Partly Cloudy
8647,2012-01-01,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93,1.0,Night,Clear/Partly Cloudy
8648,2012-01-01,1,1,1,0,0,0,1,0.32,0.3485,0.76,0.0,16,59,75,2.0,Night,Clear/Partly Cloudy
8649,2012-01-01,1,1,1,0,0,0,1,0.3,0.3333,0.81,0.0,11,41,52,3.0,Night,Clear/Partly Cloudy
8650,2012-01-01,1,1,1,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8,4.0,Night,Clear/Partly Cloudy
8651,2012-01-01,1,1,1,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5,5.0,Morning,Clear/Partly Cloudy
8652,2012-01-01,1,1,1,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2,6.0,Morning,Clear/Partly Cloudy
8653,2012-01-01,1,1,1,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7,7.0,Morning,Clear/Partly Cloudy
8654,2012-01-01,1,1,1,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14,8.0,Morning,Clear/Partly Cloudy
8655,2012-01-01,1,1,1,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40,9.0,Morning,Clear/Partly Cloudy
8656,2012-01-01,1,1,1,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70,10.0,Morning,Clear/Partly Cloudy
8657,2012-01-01,1,1,1,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,11.0,Morning,Clear/Partly Cloudy
8658,2012-01-01,1,1,1,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,12.0,Afternoon,Clear/Partly Cloudy
8659,2012-01-01,1,1,1,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,13.0,Afternoon,Clear/Partly Cloudy
8660,2012-01-01,1,1,1,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,14.0,Afternoon,Clear/Partly Cloudy
8661,2012-01-01,1,1,1,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,15.0,Afternoon,Clear/Partly Cloudy
8662,2012-01-01,1,1,1,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,16.0,Afternoon,Mist/Cloudy
8663,2012-01-01,1,1,1,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,17.0,Afternoon,Mist/Cloudy
8664,2012-01-01,1,1,1,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,18.0,Evening,Light Rain/Snow
8665,2012-01-01,1,1,1,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,19.0,Evening,Light Rain/Snow
8666,2012-01-01,1,1,1,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,20.0,Evening,Mist/Cloudy
8667,2012-01-01,1,1,1,0,0,0,2,0.44,0.4394,0.67,0.2537,10,61,71,21.0,Evening,Mist/Cloudy
8668,2012-01-01,1,1,1,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66,22.0,Night,Clear/Partly Cloudy
8669,2012-01-01,1,1,1,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29,23.0,Night,Clear/Partly Cloudy
8670,2012-01-02,1,1,1,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39,0.0,Night,Clear/Partly Cloudy
8671,2012-01-02,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,1,11,12,1.0,Night,Clear/Partly Cloudy
8672,2012-01-02,1,1,1,1,1,0,1,0.36,0.3182,0.34,0.4478,1,6,7,2.0,Night,Clear/Partly Cloudy
8673,2012-01-02,1,1,1,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4,4.0,Night,Clear/Partly Cloudy
8674,2012-01-02,1,1,1,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,5.0,Morning,Clear/Partly Cloudy
8675,2012-01-02,1,1,1,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,6.0,Morning,Clear/Partly Cloudy
8676,2012-01-02,1,1,1,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,7.0,Morning,Clear/Partly Cloudy
8677,2012-01-02,1,1,1,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,8.0,Morning,Clear/Partly Cloudy
8678,2012-01-02,1,1,1,1,1,0,1,0.24,0.2576,0.35,0.0,15,53,68,9.0,Morning,Clear/Partly Cloudy
8679,2012-01-02,1,1,1,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,10.0,Morning,Clear/Partly Cloudy
8680,2012-01-02,1,1,1,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,11.0,Morning,Clear/Partly Cloudy
8681,2012-01-02,1,1,1,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,12.0,Afternoon,Clear/Partly Cloudy
8682,2012-01-02,1,1,1,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,13.0,Afternoon,Clear/Partly Cloudy
8683,2012-01-02,1,1,1,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,14.0,Afternoon,Clear/Partly Cloudy
8684,2012-01-02,1,1,1,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,15.0,Afternoon,Clear/Partly Cloudy
8685,2012-01-02,1,1,1,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,16.0,Afternoon,Clear/Partly Cloudy
8686,2012-01-02,1,1,1,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,17.0,Afternoon,Clear/Partly Cloudy
8687,2012-01-02,1,1,1,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,18.0,Evening,Clear/Partly Cloudy
8688,2012-01-02,1,1,1,1,1,0,1,0.24,0.2273,0.38,0.2239,4,89,93,19.0,Evening,Clear/Partly Cloudy
8689,2012-01-02,1,1,1,1,1,0,1,0.24,0.2273,0.41,0.2239,5,83,88,20.0,Evening,Clear/Partly Cloudy
8690,2012-01-02,1,1,1,1,1,0,2,0.24,0.2121,0.41,0.3284,3,63,66,21.0,Evening,Mist/Cloudy
8691,2012-01-02,1,1,1,1,1,0,2,0.22,0.2121,0.44,0.2836,3,36,39,22.0,Night,Mist/Cloudy
8692,2012-01-02,1,1,1,1,1,0,1,0.22,0.2121,0.44,0.2537,2,32,34,23.0,Night,Clear/Partly Cloudy
8693,2012-01-03,1,1,1,0,2,1,1,0.2,0.197,0.51,0.2537,0,13,13,0.0,Night,Clear/Partly Cloudy
8694,2012-01-03,1,1,1,0,2,1,1,0.18,0.1818,0.55,0.2239,1,5,6,1.0,Night,Clear/Partly Cloudy
8695,2012-01-03,1,1,1,0,2,1,1,0.18,0.1667,0.51,0.2537,0,3,3,2.0,Night,Clear/Partly Cloudy
8696,2012-01-03,1,1,1,0,2,1,1,0.16,0.1364,0.55,0.2836,0,2,2,3.0,Night,Clear/Partly Cloudy
8697,2012-01-03,1,1,1,0,2,1,1,0.16,0.1515,0.55,0.2537,0,5,5,4.0,Night,Clear/Partly Cloudy
8698,2012-01-03,1,1,1,0,2,1,1,0.14,0.1364,0.54,0.194,0,12,12,5.0,Morning,Clear/Partly Cloudy
8699,2012-01-03,1,1,1,0,2,1,1,0.14,0.1212,0.59,0.2836,4,81,85,6.0,Morning,Clear/Partly Cloudy
8700,2012-01-03,1,1,1,0,2,1,1,0.14,0.1212,0.59,0.2537,2,168,170,7.0,Morning,Clear/Partly Cloudy
8701,2012-01-03,1,1,1,0,2,1,1,0.16,0.1364,0.55,0.2836,5,349,354,8.0,Morning,Clear/Partly Cloudy
8702,2012-01-03,1,1,1,0,2,1,1,0.16,0.1364,0.5,0.2836,8,145,153,9.0,Morning,Clear/Partly Cloudy
8703,2012-01-03,1,1,1,0,2,1,1,0.16,0.1212,0.47,0.4627,5,55,60,10.0,Morning,Clear/Partly Cloudy
8704,2012-01-03,1,1,1,0,2,1,1,0.18,0.1364,0.37,0.5224,12,63,75,11.0,Morning,Clear/Partly Cloudy
8705,2012-01-03,1,1,1,0,2,1,1,0.18,0.1364,0.37,0.5224,4,70,74,12.0,Afternoon,Clear/Partly Cloudy
8706,2012-01-03,1,1,1,0,2,1,1,0.18,0.1212,0.34,0.6567,5,68,73,13.0,Afternoon,Clear/Partly Cloudy
8707,2012-01-03,1,1,1,0,2,1,1,0.16,0.1212,0.43,0.5224,7,72,79,14.0,Afternoon,Clear/Partly Cloudy
8708,2012-01-03,1,1,1,0,2,1,1,0.16,0.1212,0.37,0.4179,9,68,77,15.0,Afternoon,Clear/Partly Cloudy
8709,2012-01-03,1,1,1,0,2,1,1,0.14,0.0909,0.39,0.5821,7,129,136,16.0,Afternoon,Clear/Partly Cloudy
8710,2012-01-03,1,1,1,0,2,1,1,0.14,0.1061,0.26,0.4627,4,241,245,17.0,Afternoon,Clear/Partly Cloudy
8711,2012-01-03,1,1,1,0,2,1,1,0.14,0.0909,0.26,0.5224,10,214,224,18.0,Evening,Clear/Partly Cloudy
8712,2012-01-03,1,1,1,0,2,1,1,0.12,0.0909,0.28,0.4179,4,152,156,19.0,Evening,Clear/Partly Cloudy
8713,2012-01-03,1,1,1,0,2,1,1,0.12,0.1212,0.33,0.2537,0,115,115,20.0,Evening,Clear/Partly Cloudy
8714,2012-01-03,1,1,1,0,2,1,1,0.1,0.1061,0.36,0.2239,2,66,68,21.0,Evening,Clear/Partly Cloudy
8715,2012-01-03,1,1,1,0,2,1,1,0.1,0.1061,0.46,0.2537,0,33,33,22.0,Night,Clear/Partly Cloudy
8716,2012-01-03,1,1,1,0,2,1,1,0.1,0.0758,0.46,0.3881,0,18,18,23.0,Night,Clear/Partly Cloudy
8717,2012-01-04,1,1,1,0,3,1,1,0.08,0.0606,0.42,0.3284,0,9,9,0.0,Night,Clear/Partly Cloudy
8718,2012-01-04,1,1,1,0,3,1,1,0.04,0.0303,0.38,0.2985,0,3,3,1.0,Night,Clear/Partly Cloudy
8719,2012-01-04,1,1,1,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,2.0,Night,Clear/Partly Cloudy
8720,2012-01-04,1,1,1,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,3.0,Night,Clear/Partly Cloudy
8721,2012-01-04,1,1,1,0,3,1,1,0.02,0.0455,0.41,0.194,0,2,2,4.0,Night,Clear/Partly Cloudy
8722,2012-01-04,1,1,1,0,3,1,1,0.02,0.0455,0.41,0.194,0,14,14,5.0,Morning,Clear/Partly Cloudy
8723,2012-01-04,1,1,1,0,3,1,1,0.02,0.0455,0.41,0.1642,0,59,59,6.0,Morning,Clear/Partly Cloudy
8724,2012-01-04,1,1,1,0,3,1,1,0.02,0.0455,0.44,0.194,1,151,152,7.0,Morning,Clear/Partly Cloudy
8725,2012-01-04,1,1,1,0,3,1,1,0.02,0.0606,0.44,0.1343,5,310,315,8.0,Morning,Clear/Partly Cloudy
8726,2012-01-04,1,1,1,0,3,1,1,0.04,0.0606,0.45,0.1343,7,173,180,9.0,Morning,Clear/Partly Cloudy
8727,2012-01-04,1,1,1,0,3,1,1,0.06,0.1061,0.45,0.0,7,57,64,10.0,Morning,Clear/Partly Cloudy
8728,2012-01-04,1,1,1,0,3,1,2,0.08,0.1212,0.42,0.0896,6,40,46,11.0,Morning,Mist/Cloudy
8729,2012-01-04,1,1,1,0,3,1,2,0.1,0.1061,0.46,0.194,9,75,84,12.0,Afternoon,Mist/Cloudy
8730,2012-01-04,1,1,1,0,3,1,2,0.14,0.1212,0.43,0.2537,9,82,91,13.0,Afternoon,Mist/Cloudy
8731,2012-01-04,1,1,1,0,3,1,2,0.14,0.1212,0.46,0.2537,6,69,75,14.0,Afternoon,Mist/Cloudy
8732,2012-01-04,1,1,1,0,3,1,2,0.18,0.1515,0.37,0.3284,9,81,90,15.0,Afternoon,Mist/Cloudy
8733,2012-01-04,1,1,1,0,3,1,2,0.18,0.1667,0.4,0.2836,8,123,131,16.0,Afternoon,Mist/Cloudy
8734,2012-01-04,1,1,1,0,3,1,2,0.2,0.197,0.4,0.194,9,272,281,17.0,Afternoon,Mist/Cloudy
8735,2012-01-04,1,1,1,0,3,1,2,0.2,0.2121,0.37,0.1343,9,280,289,18.0,Evening,Mist/Cloudy
8736,2012-01-04,1,1,1,0,3,1,2,0.2,0.2273,0.4,0.1045,2,182,184,19.0,Evening,Mist/Cloudy
8737,2012-01-04,1,1,1,0,3,1,2,0.2,0.197,0.4,0.194,2,121,123,20.0,Evening,Mist/Cloudy
8738,2012-01-04,1,1,1,0,3,1,2,0.2,0.2576,0.44,0.0,2,88,90,21.0,Evening,Mist/Cloudy
8739,2012-01-04,1,1,1,0,3,1,2,0.2,0.2273,0.47,0.0896,4,48,52,22.0,Night,Mist/Cloudy
8740,2012-01-04,1,1,1,0,3,1,2,0.2,0.2273,0.44,0.1045,0,32,32,23.0,Night,Mist/Cloudy
8741,2012-01-05,1,1,1,0,4,1,2,0.22,0.2273,0.47,0.194,1,13,14,0.0,Night,Mist/Cloudy
8742,2012-01-05,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,0,5,5,1.0,Night,Clear/Partly Cloudy
8743,2012-01-05,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,0,4,4,2.0,Night,Clear/Partly Cloudy
8744,2012-01-05,1,1,1,0,4,1,1,0.2,0.2576,0.61,0.0,0,4,4,3.0,Night,Clear/Partly Cloudy
8745,2012-01-05,1,1,1,0,4,1,2,0.2,0.2273,0.59,0.0896,0,5,5,4.0,Night,Mist/Cloudy
8746,2012-01-05,1,1,1,0,4,1,2,0.2,0.2273,0.59,0.0896,0,26,26,5.0,Morning,Mist/Cloudy
8747,2012-01-05,1,1,1,0,4,1,2,0.2,0.2121,0.75,0.1343,0,78,78,6.0,Morning,Mist/Cloudy
8748,2012-01-05,1,1,1,0,4,1,2,0.2,0.2273,0.69,0.0896,3,212,215,7.0,Morning,Mist/Cloudy
8749,2012-01-05,1,1,1,0,4,1,2,0.2,0.2576,0.75,0.0,11,377,388,8.0,Morning,Mist/Cloudy
8750,2012-01-05,1,1,1,0,4,1,2,0.22,0.2727,0.69,0.0,7,220,227,9.0,Morning,Mist/Cloudy
8751,2012-01-05,1,1,1,0,4,1,2,0.24,0.2576,0.52,0.0896,5,81,86,10.0,Morning,Mist/Cloudy
8752,2012-01-05,1,1,1,0,4,1,1,0.3,0.3333,0.49,0.0,6,78,84,11.0,Morning,Clear/Partly Cloudy
8753,2012-01-05,1,1,1,0,4,1,1,0.3,0.2879,0.49,0.2537,6,114,120,12.0,Afternoon,Clear/Partly Cloudy
8754,2012-01-05,1,1,1,0,4,1,1,0.34,0.303,0.42,0.2985,6,112,118,13.0,Afternoon,Clear/Partly Cloudy
8755,2012-01-05,1,1,1,0,4,1,1,0.34,0.3182,0.39,0.2836,13,104,117,14.0,Afternoon,Clear/Partly Cloudy
8756,2012-01-05,1,1,1,0,4,1,1,0.36,0.3333,0.34,0.2836,6,113,119,15.0,Afternoon,Clear/Partly Cloudy
8757,2012-01-05,1,1,1,0,4,1,1,0.36,0.3333,0.34,0.2836,19,178,197,16.0,Afternoon,Clear/Partly Cloudy
8758,2012-01-05,1,1,1,0,4,1,2,0.36,0.3485,0.34,0.194,19,393,412,17.0,Afternoon,Mist/Cloudy
8759,2012-01-05,1,1,1,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383,18.0,Evening,Clear/Partly Cloudy
8760,2012-01-05,1,1,1,0,4,1,1,0.34,0.3485,0.34,0.0896,10,255,265,19.0,Evening,Clear/Partly Cloudy
8761,2012-01-05,1,1,1,0,4,1,1,0.3,0.3333,0.49,0.0,5,172,177,20.0,Evening,Clear/Partly Cloudy
8762,2012-01-05,1,1,1,0,4,1,1,0.26,0.2727,0.6,0.1343,9,88,97,21.0,Evening,Clear/Partly Cloudy
8763,2012-01-05,1,1,1,0,4,1,1,0.26,0.2576,0.6,0.1642,1,70,71,22.0,Night,Clear/Partly Cloudy
8764,2012-01-05,1,1,1,0,4,1,1,0.24,0.2576,0.7,0.1045,4,56,60,23.0,Night,Clear/Partly Cloudy
8765,2012-01-06,1,1,1,0,5,1,1,0.22,0.2576,0.75,0.0896,1,24,25,0.0,Night,Clear/Partly Cloudy
8766,2012-01-06,1,1,1,0,5,1,1,0.22,0.2727,0.75,0.0,2,6,8,1.0,Night,Clear/Partly Cloudy
8767,2012-01-06,1,1,1,0,5,1,1,0.22,0.2273,0.69,0.1642,2,3,5,2.0,Night,Clear/Partly Cloudy
8768,2012-01-06,1,1,1,0,5,1,1,0.22,0.2424,0.69,0.1045,1,3,4,3.0,Night,Clear/Partly Cloudy
8769,2012-01-06,1,1,1,0,5,1,1,0.22,0.2273,0.69,0.1343,0,3,3,4.0,Night,Clear/Partly Cloudy
8770,2012-01-06,1,1,1,0,5,1,2,0.2,0.2121,0.8,0.1343,0,13,13,5.0,Morning,Mist/Cloudy
8771,2012-01-06,1,1,1,0,5,1,2,0.22,0.2424,0.73,0.1045,1,69,70,6.0,Morning,Mist/Cloudy
8772,2012-01-06,1,1,1,0,5,1,2,0.24,0.2879,0.65,0.0,4,201,205,7.0,Morning,Mist/Cloudy
8773,2012-01-06,1,1,1,0,5,1,1,0.24,0.2424,0.7,0.1343,11,436,447,8.0,Morning,Clear/Partly Cloudy
8774,2012-01-06,1,1,1,0,5,1,1,0.24,0.2424,0.7,0.1642,4,237,241,9.0,Morning,Clear/Partly Cloudy
8775,2012-01-06,1,1,1,0,5,1,1,0.26,0.2576,0.65,0.194,14,102,116,10.0,Morning,Clear/Partly Cloudy
8776,2012-01-06,1,1,1,0,5,1,1,0.3,0.303,0.56,0.1642,8,130,138,11.0,Morning,Clear/Partly Cloudy
8777,2012-01-06,1,1,1,0,5,1,1,0.36,0.3333,0.5,0.2537,23,168,191,12.0,Afternoon,Clear/Partly Cloudy
8778,2012-01-06,1,1,1,0,5,1,1,0.4,0.4091,0.43,0.2836,16,188,204,13.0,Afternoon,Clear/Partly Cloudy
8779,2012-01-06,1,1,1,0,5,1,1,0.46,0.4545,0.36,0.194,26,152,178,14.0,Afternoon,Clear/Partly Cloudy
8780,2012-01-06,1,1,1,0,5,1,1,0.52,0.5,0.27,0.2537,44,178,222,15.0,Afternoon,Clear/Partly Cloudy
8781,2012-01-06,1,1,1,0,5,1,1,0.52,0.5,0.27,0.2836,35,259,294,16.0,Afternoon,Clear/Partly Cloudy
